Source,Target,GoldsteinScale
MED,,2.8
,GOV,5.2
HLH,,7.4
REB,,-2.0
REB,MIL,-2.0
REB,MIL,-9.5
GOV,,3.4
,GOV,3.0
,GOV,0.0
,GOV,7.0
,REB,0.0
,REB,0.0
,REB,-4.0
,CVL,1.9
CVL,,2.8
REB,,7.0
GOV,REB,4.0
,REB,4.0
,GOV,1.0
REB,,-10.0
REB,,1.9
,REB,2.8
,REB,0.0
REB,GOV,3.5
REB,ELI,-10.0
REB,,-10.0
GOV,REB,3.5
GOV,,3.0
,GOV,3.4
,MED,-10.0
,GOV,3.4
,MED,3.4
,GOV,8.0
GOV,,8.0
GOV,,4.0
,GOV,4.0
GOV,,1.9
GOV,,1.0
MED,,-2.0
REB,MIL,-2.0
REB,MIL,-2.0
GOV,,-5.0
REB,REB,5.2
,REB,3.4
MIL,,7.0
BUS,,4.0
GOV,,8.0
,GOV,1.0
GOV,,1.0
,CVL,-4.4
,GOV,2.8
,BUS,4.0
MIL,,3.4
GOV,,0.0
REB,,3.0
,REB,1.9
,REB,2.8
REB,,1.9
REB,,2.8
,GOV,0.0
,GOV,3.4
MIL,,0.0
GOV,,3.4
,JUD,-5.0
JUD,,1.0
GOV,,-5.0
,GOV,3.4
GOV,,0.0
REB,,8.0
JUD,,-4.0
,CRM,7.0
,GOV,-7.0
MED,,0.0
,GOV,3.0
,REB,8.0
REB,REB,-2.0
,GOV,7.0
,GOV,4.0
,GOV,7.0
,GOV,2.8
,MIL,-9.5
EDU,,2.8
,BUS,3.0
GOV,,2.8
GOV,,1.9
GOV,,1.9
GOV,,7.0
LEG,,3.4
GOV,,7.0
,GOV,-2.0
,GOV,5.2
GOV,,3.0
,GOV,0.0
,GOV,7.0
GOV,,7.0
,MIL,1.0
,GOV,7.0
,GOV,4.0
REB,,1.9
GOV,,0.0
,EDU,1.9
,GOV,2.8
REB,GOV,8.0
,MIL,-4.4
,REB,4.0
,REB,-4.4
ELI,,0.0
,REB,8.0
,REB,2.8
REB,REB,-10.0
BUS,,4.0
LEG,,0.0
GOV,,8.0
REB,,4.0
REB,,7.0
REB,,7.0
REB,,-4.4
MIL,,8.3
CVL,,-6.5
REB,GOV,4.0
REB,,8.0
REB,,8.0
GOV,REB,8.0
,GOV,1.9
,MIL,-9.5
GOV,REB,8.0
REB,GOV,8.0
,GOV,-2.0
MIL,REB,-4.0
GOV,REB,-4.0
,GOV,8.0
REB,GOV,4.0
GOV,REB,4.0
REB,,4.0
COP,,0.0
,MIL,-2.0
,REB,4.0
GOV,REB,4.0
GOV,,4.0
,REB,8.0
GOV,REB,0.0
,GOV,4.0
,MIL,-4.4
REB,GOV,8.0
EDU,,-4.4
GOV,,-5.0
GOV,,8.0
,REB,-4.4
,REB,4.0
GOV,REB,8.0
GOV,REB,-4.0
REB,GOV,8.0
,MIL,-4.4
EDU,,-7.0
REB,,4.0
,GOV,8.0
REB,,-4.4
,GOV,-2.0
GOV,REB,8.0
,GOV,7.0
,GOV,4.0
GOV,,4.0
,REB,3.4
,GOV,5.0
REB,,-4.4
REB,,4.0
GOV,,7.0
,REB,-4.4
,MIL,-4.4
,MIL,4.0
GOV,,4.0
GOV,,0.0
MIL,,3.4
,GOV,7.0
GOV,,4.0
REB,GOV,4.0
GOV,REB,4.0
,REB,4.0
,GOV,8.0
GOV,,8.0
GOV,,-5.0
,REB,7.0
,GOV,4.0
REB,,8.0
,REB,4.0
,CVL,5.0
,REB,8.0
MED,,7.0
REB,,4.0
,,0.0
LAB,EDU,0.0
GOV,,4.0
,REB,-10.0
REB,,7.0
,GOV,0.0
REB,,-5.0
CVL,,-5.0
,,3.4
REB,MIL,8.0
GOV,,3.0
,BUS,1.0
MIL,REB,8.0
REB,,-4.0
GOV,,3.4
GOV,,-2.0
LEG,,3.4
GOV,,0.0
REB,,3.0
GOV,,3.0
,GOV,-4.0
GOV,,4.0
REB,,4.0
,,3.4
,BUS,1.0
REB,,0.0
GOV,,3.4
,REB,4.0
,BUS,3.4
,GOV,4.0
,MED,-2.0
,MED,0.0
,GOV,0.0
GOV,,0.0
GOV,,7.0
,GOV,4.0
,GOV,4.0
GOV,,4.0
BUS,,1.0
,,3.4
REB,,-7.0
,REB,3.4
GOV,REB,-4.0
REB,,5.0
REB,GOV,8.0
GOV,REB,4.0
,EDU,0.0
,GOV,3.4
,,4.0
LEG,,-2.0
GOV,REB,8.0
REB,GOV,4.0
LEG,REB,7.0
GOV,,4.0
,GOV,4.0
BUS,,1.0
LEG,REB,5.2
,,3.4
REB,LEG,0.4
,GOV,4.0
REB,,0.4
REB,,-4.4
LEG,,1.0
GOV,,8.0
GOV,,8.0
,GOV,8.0
GOV,,8.0
,LEG,3.0
,REB,0.0
COP,,-2.0
,GOV,8.0
GOV,,4.0
COP,,-9.0
GOV,,3.2
,GOV,8.0
,OPP,1.0
GOV,GOV,3.5
GOV,,3.5
GOV,,7.0
,GOV,3.5
GOV,,8.0
,GOV,7.0
,GOV,4.0
,,-4.0
REB,,1.0
REB,,0.0
,REB,1.0
OPP,,1.0
REB,,-10.0
,GOV,0.0
,MIL,-9.0
,MIL,7.4
,CVL,-4.0
REB,REB,1.0
,GOV,4.0
,GOV,1.0
CVL,,7.0
,GOV,3.2
,,1.0
GOV,REB,1.0
,GOV,-4.4
REB,GOV,1.0
REB,GOV,7.0
,LEG,-0.4
REB,,4.0
,REB,6.0
GOV,,1.0
,GOV,-4.4
REB,,4.0
LEG,,1.0
EDU,GOV,1.0
,COP,-4.0
GOV,EDU,1.0
,LEG,1.0
SEP,GOV,4.0
,REB,4.0
GOV,,-4.0
REB,GOV,4.0
,GOV,1.0
GOV,REB,7.0
GOV,,1.0
,GOV,1.0
GOV,,3.0
REB,REB,1.9
,REB,8.0
,COP,-9.0
GOV,REB,4.0
,REB,-4.4
GOV,,0.0
GOV,REB,8.0
GOV,REB,-4.0
REB,GOV,8.0
REB,REB,2.8
REB,,8.0
,GOV,4.0
LEG,REB,5.0
LEG,MIL,8.3
,GOV,3.0
REB,,1.0
,REB,-10.0
LEG,REB,8.0
REB,,4.0
REB,,0.4
,REB,-4.4
,REB,1.0
REB,LEG,8.0
,REB,7.0
,REB,5.0
,REB,4.0
,REB,-5.0
REB,LEG,0.4
,REB,-5.0
,REB,-2.0
REB,,-4.0
GOV,,4.0
,GOV,4.0
GOV,GOV,3.4
REB,GOV,-5.0
REB,GOV,2.8
REB,GOV,0.0
GOV,REB,1.9
GOV,REB,-2.0
,REB,-4.0
REB,REB,-9.0
,REB,3.0
REB,,2.8
,REB,1.9
REB,GOV,-4.4
,MIL,8.3
JUD,,0.0
,COP,-9.0
CVL,,0.0
REB,,-4.0
REB,,-4.0
REB,,-4.0
REB,,-2.0
,GOV,-4.0
,LEG,5.0
,,3.0
,,3.0
REB,,-2.0
REB,GOV,4.0
GOV,REB,4.0
REB,,-2.0
MIL,GOV,3.5
,MIL,-2.0
,LEG,-2.0
,REB,8.0
MIL,REB,-2.0
,GOV,8.0
GOV,,8.0
LEG,,1.0
REB,GOV,1.0
REB,GOV,4.0
GOV,REB,1.0
GOV,REB,4.0
LEG,REB,7.0
,LEG,4.0
LEG,MIL,8.0
,REB,7.0
GOV,,-0.4
,REB,-10.0
REB,GOV,7.0
REB,,-2.0
REB,,1.9
GOV,REB,7.0
,REB,2.8
REB,GOV,-2.0
LEG,REB,7.0
MIL,LEG,8.0
REB,,-4.4
REB,GOV,-4.4
,REB,0.0
,REB,-5.0
,REB,-5.0
COP,,0.0
,LEG,7.0
,GOV,8.0
GOV,,8.0
UAF,,2.8
MIL,LEG,3.4
REB,,8.0
LEG,MIL,5.0
,MIL,5.0
GOV,GOV,4.0
,REB,7.0
LEG,MIL,5.0
REB,,7.0
REB,,-2.0
,REB,4.0
REB,,4.0
GOV,REB,0.0
LEG,REB,8.0
MIL,,3.4
GOV,REB,7.0
REB,LEG,8.0
REB,,-2.0
,UAF,1.9
,UAF,3.0
REB,GOV,-4.4
GOV,,3.5
GOV,,4.0
REB,GOV,7.0
,BUS,5.0
,GOV,3.5
REB,,-10.0
REB,,3.4
MIL,REB,8.0
,REB,-10.0
,REB,8.0
GOV,REB,-2.0
,REB,7.0
,CVL,-4.0
,MIL,8.0
MIL,,8.0
LEG,REB,7.0
REB,,5.0
REB,,-4.0
,MIL,7.0
,REB,-9.0
LEG,MIL,5.2
LEG,MIL,7.0
LEG,REB,-9.0
,COP,-9.5
LEG,REB,5.2
LEG,REB,-9.0
,MIL,8.0
COP,,-7.0
HLH,,-10.0
,GOV,0.0
,GOV,0.0
GOV,GOV,8.0
,REB,7.0
GOV,REB,0.0
LEG,REB,8.0
REB,LEG,8.0
REB,,-5.0
,LEG,7.0
,LEG,-2.0
,MIL,5.2
GOV,GOV,3.4
,CVL,-4.0
COP,,-2.0
REB,,7.0
LEG,MIL,4.0
LEG,MIL,1.0
,MIL,4.0
,MIL,1.0
,GOV,-4.0
,REB,8.0
,REB,7.0
REB,,8.0
REB,,3.4
REB,GOV,3.4
,GOV,-10.0
,GOV,-10.0
,GOV,-10.0
MIL,,8.0
LEG,MIL,8.0
MIL,LEG,8.0
,ELI,-4.0
,GOV,-4.0
COP,REB,5.2
COP,REB,7.0
,LEG,3.4
REB,,3.0
,LEG,7.0
GOV,,-2.0
,REB,7.0
REB,,-5.0
,MIL,5.2
,MIL,7.0
,REB,4.0
LEG,MIL,5.2
LEG,MIL,7.0
,REB,3.0
,REB,4.0
,REB,-5.0
REB,,4.0
,LEG,7.0
HLH,,-10.0
GOV,,-10.0
,REB,3.4
GOV,REB,3.4
,LEG,1.0
,MIL,3.4
,MIL,-4.0
ELI,,0.0
,REB,-2.0
GOV,,8.0
,COP,-10.0
,GOV,8.0
REB,GOV,-5.0
,MIL,-9.0
GOV,REB,4.0
,GOV,-7.0
MIL,,3.0
,REB,7.0
REB,,7.0
MIL,REB,7.0
MIL,REB,-2.0
,GOV,-2.0
,GOV,-2.0
GOV,,-2.0
,REB,7.0
,REB,5.0
COP,,-10.0
,GOV,4.0
,LEG,4.0
,REB,5.0
GOV,REB,-2.0
GOV,REB,1.9
REB,GOV,0.0
REB,GOV,2.8
,CVL,-4.0
REB,,4.0
REB,,4.0
LEG,REB,0.0
REB,,4.0
,REB,8.0
LEG,REB,7.0
REB,,4.0
REB,,8.0
REB,GOV,-4.4
REB,GOV,-4.4
GOV,REB,4.0
REB,,-2.0
,REB,4.0
REB,GOV,4.0
LEG,MIL,5.0
,GOV,3.4
LEG,,-2.0
,REB,4.0
REB,,4.0
EDU,,0.0
REB,LEG,8.0
,REB,7.0
REB,,-4.0
LEG,REB,-9.0
CVL,REB,-4.0
REB,GOV,8.0
MIL,,3.4
REB,REB,8.0
REB,GOV,8.0
,MIL,4.0
LEG,REB,5.2
,MIL,7.0
LEG,MIL,5.2
,REB,4.0
,MIL,5.2
GOV,,-2.0
,GOV,-2.0
,GOV,-2.0
,MIL,4.0
GOV,REB,8.0
LEG,MIL,7.0
GOV,,-0.4
REB,GOV,-4.4
REB,,4.0
GOV,,-5.0
,GOV,-4.0
GOV,GOV,-4.0
,,0.0
,REB,8.0
LEG,MIL,7.0
LEG,MIL,5.2
,MIL,7.0
,MIL,5.2
,GOV,-2.0
REB,,8.0
,REB,8.0
BUS,,0.0
,REB,7.0
LEG,REB,7.0
REB,,-5.0
GOV,,8.0
,REB,4.0
HLH,,-10.0
,GOV,-4.0
,,-0.4
,REB,-2.0
LEG,REB,7.0
REB,REB,-2.0
,REB,8.0
,REB,-4.0
REB,,8.0
COP,,3.0
GOV,,7.0
,GOV,7.0
,REB,-2.0
,REB,-5.0
REB,GOV,8.0
GOV,REB,8.0
,REB,7.0
REB,GOV,-4.4
,REB,8.0
,REB,8.0
GOV,,-4.0
,,0.0
LEG,,1.0
,REB,8.0
REB,,8.0
,REB,0.0
REB,GOV,-4.4
REB,,-4.4
REB,,-5.0
,REB,0.0
,GOV,1.9
REB,,8.0
,MIL,5.0
GOV,,2.8
GOV,,-5.0
,,-5.0
,,-2.0
CVL,,-4.0
REB,,-9.0
MIL,,0.0
REB,GOV,4.0
REB,,4.0
GOV,REB,4.0
,,7.0
,,7.0
GOV,,3.0
REB,,1.0
,REB,1.0
GOV,COP,-2.0
,REB,4.0
MIL,,2.8
,MIL,1.9
GOV,COP,-10.0
GOV,,-0.4
GOV,,3.0
GOV,REB,7.0
REB,,1.9
REB,,3.0
,REB,7.0
,REB,2.8
REB,REB,7.0
COP,,4.0
GOV,,5.0
GOV,REB,4.0
,GOV,5.0
,GOV,7.0
REB,GOV,4.0
,REB,8.0
REB,,8.0
,GOV,3.0
REB,GOV,7.0
,REB,1.9
REB,,2.8
,MED,3.0
,REB,3.0
MED,,3.0
REB,REB,8.0
GOV,REB,3.5
REB,GOV,3.5
GOV,,-5.0
REB,,-5.0
,GOV,-7.0
REB,,0.4
,MED,3.0
,,-4.4
REB,,8.0
GOV,,8.0
,GOV,8.0
GOV,,7.0
,GOV,7.0
REB,,1.9
,REB,2.8
,,-4.4
,GOV,1.0
MED,,3.0
,REB,8.0
GOV,,1.0
,GOV,-0.3
,REB,1.0
GOV,,-5.0
ELI,,1.9
GOV,,1.9
GOV,,8.0
,GOV,8.0
COP,,2.8
,COP,1.9
GOV,,6.0
GOV,,-5.0
,GOV,4.0
,REB,5.0
REB,,1.0
,BUS,0.0
,REB,3.4
MIL,,7.4
,COP,-10.0
,REB,-2.0
,COP,3.4
GOV,REB,4.0
GOV,REB,8.0
REB,,0.0
REB,GOV,4.0
REB,GOV,8.0
,MIL,-2.0
MIL,REB,-2.0
,MIL,5.2
,MIL,7.0
ELI,,4.0
,REB,4.0
LEG,MIL,7.0
LEG,MIL,5.2
,ELI,2.8
,GOV,2.8
,REB,7.0
COP,,3.4
,GOV,-0.3
,GOV,2.8
,REB,2.8
,GOV,7.0
,GOV,7.4
GOV,,7.4
LEG,REB,8.0
REB,,-9.0
GOV,,1.0
,GOV,1.0
,CVL,1.9
GOV,REB,-5.0
GOV,,1.9
BUS,,3.0
,REB,8.0
REB,,8.0
LEG,GOV,5.0
GOV,REB,3.0
GOV,REB,-5.0
,GOV,-0.4
GOV,,3.0
,REB,1.9
GOV,REB,2.8
REB,,2.8
,REB,0.0
,BUS,0.0
REB,REB,0.0
,GOV,3.0
REB,,-10.0
GOV,REB,2.8
REB,,1.9
GOV,,7.4
REB,GOV,1.9
GOV,REB,8.0
MIL,,4.0
REB,,8.0
REB,GOV,1.9
GOV,REB,3.0
GOV,MIL,4.0
REB,GOV,8.0
,MIL,4.0
REB,GOV,-4.0
,REB,2.8
REB,,-10.0
REB,,-4.0
MIL,GOV,4.0
CVL,,2.8
,GOV,3.5
MNC,BUS,0.0
,REB,0.0
,REB,8.0
REB,,8.0
REB,,1.9
GOV,,3.5
GOV,,3.0
GOV,,7.0
LEG,REB,8.0
,MIL,9.0
,REB,1.9
REB,,2.8
,REB,4.0
REB,,8.0
REB,,0.0
,,4.0
,,3.4
,,7.0
,REB,-6.5
GOV,REB,4.0
REB,GOV,4.0
,REB,8.0
MED,REB,9.0
REB,GOV,8.0
,REB,-2.0
GOV,REB,8.0
REB,GOV,8.0
,REB,7.0
REB,,4.0
REB,,7.0
,REB,2.8
REB,,1.9
REB,,1.9
GOV,REB,8.0
,,7.0
GOV,,3.4
,BUS,0.0
,REB,7.4
REB,,1.0
REB,GOV,1.0
,UAF,-10.0
,REB,-4.0
,GOV,7.4
,,-5.0
GOV,,-5.0
,GOV,0.0
GOV,,1.0
ELI,REB,-2.0
GOV,,0.0
REB,,4.0
,REB,4.0
ELI,REB,7.4
,GOV,-2.0
,GOV,1.0
REB,MIL,-4.0
,MED,0.0
CVL,,-2.0
REB,,4.5
,,0.0
GOV,,-2.0
REB,LEG,4.0
LEG,REB,8.0
LEG,REB,4.0
GOV,,0.0
COP,,-2.0
EDU,,0.0
,GOV,3.0
REB,,3.4
,REB,-4.0
,,4.0
,JUD,3.4
MED,MIL,0.0
GOV,,-0.4
BUS,,2.8
,MIL,0.0
,GOV,-0.4
,BUS,1.9
,REB,-9.2
,REB,-5.0
REB,,10.0
,REB,-10.0
GOV,OPP,7.0
GOV,,7.0
GOV,,3.4
,,2.8
,,1.9
REB,GOV,4.0
REB,,8.0
GOV,REB,4.0
GOV,,8.0
,REB,8.0
,GOV,8.0
,REB,3.4
,REB,0.0
REB,,-2.0
REB,MIL,0.0
,REB,3.4
GOV,REB,4.0
,REB,7.0
REB,GOV,1.9
REB,CVL,-9.0
REB,,-4.0
GOV,REB,4.0
,REB,-2.0
REB,,-2.0
,REB,-2.0
GOV,,-0.4
REB,,4.0
,REB,3.5
CRM,,-5.0
GOV,,0.0
REB,,3.4
GOV,,7.0
,GOV,-10.0
,GOV,5.0
,GOV,0.0
,REB,-6.5
GOV,,3.4
REB,,3.4
,GOV,0.0
MIL,,1.0
,MIL,1.0
REB,GOV,8.0
GOV,REB,8.0
,BUS,-4.0
,BUS,0.0
REB,MIL,-4.0
,REB,0.0
,REB,7.0
REB,,4.0
REB,,7.0
REB,GOV,-10.0
GOV,REB,-10.0
,GOV,3.4
REB,,0.0
REB,,3.5
REB,HLH,0.0
,REB,7.0
,REB,4.0
,MIL,3.4
REB,LEG,4.0
MED,,0.0
LEG,REB,4.0
,MED,0.0
REB,,8.0
,REB,-2.0
REB,,2.8
REB,,3.4
REB,,5.0
REB,,4.0
,REB,4.0
REB,,3.5
REB,,4.0
,REB,3.5
,REB,4.0
REB,GOV,2.8
GOV,REB,1.9
REB,,0.0
,REB,7.0
REB,,7.0
,REB,7.0
LEG,REB,8.0
REB,,7.0
,REB,7.0
,REB,1.9
REB,,10.0
,REB,3.4
,REB,7.0
,LAB,0.0
LAB,,0.0
,REB,-0.4
REB,REB,2.8
REB,REB,1.9
REB,REB,1.0
,REB,0.0
,REB,3.4
,REB,-4.0
MIL,REB,7.0
,GOV,-0.4
REB,,0.0
REB,HLH,0.0
GOV,,0.0
,REB,-2.0
REB,,1.0
,REB,1.0
GOV,,0.4
,GOV,-5.0
,GOV,-5.0
,GOV,1.0
,COP,-5.0
,GOV,3.0
REB,,-2.0
,REB,-2.0
REB,,7.0
GOV,,-5.0
,REB,7.0
,UAF,-2.0
,UAF,0.0
,MIL,4.0
REB,,-10.0
GOV,,-0.4
REB,,-2.0
GOV,GOV,0.0
,MIL,3.4
REB,MIL,3.4
REB,,4.5
GOV,,-0.4
,GOV,1.0
GOV,,1.0
REB,,4.0
GOV,,3.4
,REB,3.4
,GOV,7.0
GOV,,7.0
,REB,4.0
,REB,3.5
REB,,4.0
,REB,-2.0
REB,,3.5
GOV,,-2.0
GOV,,0.0
REB,,10.0
GOV,,4.0
,REB,-2.0
,GOV,4.0
,UAF,6.0
,REB,7.0
GOV,,1.0
,REB,7.0
UAF,REB,5.0
JUD,,-5.0
LEG,REB,8.0
GOV,,4.0
,MIL,1.0
REB,,2.8
REB,,2.8
,REB,1.9
,REB,1.9
,BUS,4.0
GOV,,0.0
,REB,-2.0
,REB,-2.0
REB,GOV,1.9
JUD,,-2.0
REB,,1.9
REB,,1.9
,REB,2.8
,REB,2.8
REB,,2.8
,REB,1.9
COP,,-2.0
,REB,1.0
GOV,REB,1.0
,REB,8.0
GOV,,8.0
LEG,REB,7.0
REB,,7.0
LEG,REB,-9.0
GOV,REB,4.0
REB,GOV,1.0
REB,,1.0
REB,,8.0
REB,GOV,4.0
REB,,0.0
GOV,,3.0
,GOV,8.0
,REB,1.9
GOV,,0.0
,GOV,-5.0
,REB,0.0
,REB,2.8
,REB,8.0
GOV,REB,4.0
REB,,2.8
,LEG,7.0
LEG,,7.0
JUD,,5.0
MIL,,9.0
REB,,9.0
GOV,,-2.0
REB,,0.0
REB,,1.9
,REB,4.0
GOV,,6.0
,REB,-2.0
REB,,4.0
,GOV,7.0
GOV,,7.0
GOV,,-2.0
,MIL,-10.0
GOV,REB,8.0
REB,GOV,8.0
LEG,,3.0
,GOV,3.5
,GOV,5.0
,GOV,-4.0
,REB,3.4
,GOV,3.5
GOV,GOV,0.0
GOV,,1.0
ELI,REB,4.0
REB,,8.0
LEG,,3.4
,REB,4.0
REB,,1.9
,REB,2.8
,MED,3.0
,GOV,0.0
,GOV,-0.4
,REB,4.0
REB,GOV,8.0
GOV,,3.0
,GOV,7.0
,REB,3.0
,REB,4.0
GOV,,7.0
COP,,7.4
GOV,GOV,7.0
REB,,-10.0
REB,CVL,-9.0
REB,,4.0
,REB,1.9
,GOV,6.0
GOV,REB,8.0
,GOV,3.4
REB,,4.0
REB,GOV,4.0
REB,,2.8
GOV,,-2.0
,REB,1.9
,LEG,-5.0
,REB,1.9
REB,,2.8
,GOV,7.0
,MED,0.0
,GOV,6.0
REB,,2.8
,REB,8.0
JUD,,8.0
REB,,1.9
GOV,REB,1.9
REB,,2.8
,REB,1.9
REB,,1.9
REB,,1.9
GOV,,2.8
REB,GOV,2.8
GOV,,1.9
,REB,2.8
,GOV,2.8
,GOV,1.9
,REB,2.8
,REB,-2.0
MED,,4.0
,REB,2.8
,JUD,8.0
,REB,0.0
REB,,1.9
REB,GOV,4.0
,REB,2.8
,REB,4.0
,GOV,-5.0
,GOV,3.5
GOV,,1.9
JUD,,8.0
GOV,,4.0
GOV,MIL,4.0
,JUD,8.0
GOV,REB,8.0
REB,GOV,8.0
,GOV,2.8
,GOV,-2.0
,REB,1.9
GOV,REB,8.0
REB,GOV,8.0
REB,,1.9
REB,GOV,8.0
,REB,2.8
REB,,1.9
,REB,1.9
REB,,2.8
REB,,4.0
,GOV,2.8
GOV,,1.9
,COP,-10.0
COP,,-10.0
,GOV,7.0
,REB,1.9
GOV,,7.0
REB,,2.8
GOV,REB,8.0
REB,,4.0
LEG,GOV,5.0
,REB,-5.0
ELI,GOV,1.0
,GOV,1.0
,REB,2.8
COP,,5.0
,REB,1.9
REB,,2.8
,GOV,-2.0
GOV,,-2.0
REB,,1.9
,GOV,5.2
GOV,,7.0
,GOV,5.2
GOV,REB,8.0
ELI,GOV,3.5
REB,GOV,8.0
REB,,-9.0
,GOV,5.2
,CVL,1.9
CVL,,2.8
,GOV,1.9
,GOV,7.0
,MIL,2.8
GOV,,2.8
MIL,,1.9
LEG,,-2.0
GOV,,-4.0
,REB,1.9
,REB,2.8
,REB,8.0
GOV,,0.0
GOV,,1.0
GOV,ELI,0.0
REB,,2.8
,REB,1.9
LEG,,-2.0
LEG,,-2.0
,REB,8.0
REB,,2.8
LEG,,1.0
REB,,2.8
REB,,8.0
REB,,7.0
GOV,,-4.4
,REB,7.0
,REB,0.0
,REB,8.0
REB,,8.0
GOV,,3.0
,GOV,-4.4
GOV,REB,8.0
REB,REB,9.0
REB,REB,4.0
MIL,GOV,7.0
MIL,,7.0
GOV,MIL,7.0
,MIL,7.0
,REB,2.8
GOV,,3.5
REB,,1.9
,GOV,3.5
GOV,ELI,1.0
GOV,GOV,3.5
,MIL,7.0
GOV,ELI,3.5
GOV,,3.0
GOV,MIL,1.0
MIL,GOV,1.0
,GOV,4.0
REB,,1.9
,REB,2.8
,REB,1.9
,REB,0.0
,MED,0.4
REB,MED,0.0
,REB,4.0
GOV,REB,0.0
,REB,1.9
,REB,5.0
REB,,2.8
,REB,8.0
,GOV,1.0
,,0.0
,GOV,3.0
REB,,4.0
,REB,4.0
GOV,GOV,3.5
,REB,-5.0
GOV,,0.0
,GOV,0.0
,GOV,5.2
CVL,,6.0
GOV,,1.0
REB,GOV,4.0
GOV,REB,5.0
,MIL,1.0
MIL,,1.0
REB,REB,8.0
REB,REB,8.0
,MIL,-5.0
REB,,1.9
,REB,2.8
REB,,2.8
,REB,0.0
,REB,3.0
REB,,5.2
REB,,8.0
REB,,5.0
GOV,REB,8.0
,REB,4.0
REB,GOV,8.0
REB,,2.8
,REB,1.9
REB,,2.8
GOV,REB,5.0
GOV,REB,2.8
REB,,4.0
REB,GOV,1.9
MIL,,-5.0
MIL,,-5.0
,REB,6.0
REB,,-10.0
REB,,-9.0
MIL,,-5.0
REB,,-10.0
REB,,-10.0
REB,,-10.0
,REB,1.9
GOV,REB,4.0
,GOV,4.0
,REB,2.8
REB,,1.9
REB,,1.9
REB,REB,3.0
,REB,-4.0
,GOV,4.0
,REB,-4.0
GOV,REB,-4.0
REB,,4.0
,REB,2.8
,REB,2.8
REB,,1.9
,REB,1.9
,REB,2.8
CVL,REB,-4.0
REB,,1.9
REB,,2.8
,GOV,4.0
GOV,REB,5.0
GOV,,4.0
CVL,,-10.0
,GOV,4.0
REB,,4.0
GOV,REB,2.8
GOV,,4.0
,GOV,4.0
GOV,,4.0
REB,GOV,1.9
,MIL,1.0
GOV,,4.0
,JUD,0.0
,JUD,0.0
,REB,4.0
GOV,,-5.0
REB,,4.0
,JUD,0.0
,GOV,-10.0
,REB,8.0
REB,,8.0
REB,,3.0
REB,,1.9
,REB,-4.0
MIL,,-10.0
GOV,,0.4
,REB,8.5
COP,REB,-5.0
REB,MIL,3.8
REB,MIL,7.0
COP,REB,-7.2
OPP,REB,0.4
,REB,1.0
REB,,0.0
REB,,1.0
,REB,8.5
GOV,,0.4
,REB,-2.0
REB,,1.9
,REB,2.8
GOV,REB,4.0
GOV,REB,8.0
REB,GOV,4.0
REB,GOV,8.0
REB,,7.0
,GOV,7.0
,JUD,-4.4
GOV,,7.0
GOV,REB,0.0
MED,,1.9
,HLH,1.9
HLH,,2.8
,MIL,2.8
,GOV,4.0
,REB,0.0
,REB,4.0
GOV,REB,4.0
REB,GOV,4.0
,REB,-5.0
GOV,GOV,3.5
,GOV,0.4
GOV,REB,0.4
,MIL,-10.0
,REB,0.0
REB,,5.2
GOV,,4.0
MIL,,3.5
,MED,2.8
,MIL,1.0
MIL,,1.0
MIL,,3.5
MIL,,1.0
,MIL,3.5
,MIL,3.5
,MIL,3.5
MIL,,3.5
,MIL,3.5
MIL,,3.5
GOV,GOV,4.0
GOV,,4.0
,REB,-4.0
,REB,4.0
REB,GOV,8.0
,,8.0
CVL,REB,-4.0
REB,,-10.0
REB,GOV,3.5
REB,,-0.3
GOV,REB,3.5
REB,GOV,7.0
REB,,8.0
,REB,-10.0
,,8.0
,REB,8.0
GOV,GOV,-5.0
GOV,REB,7.0
,REB,3.4
GOV,,-5.0
,REB,1.9
GOV,MIL,4.0
REB,,-5.0
EDU,,1.0
,CVL,0.0
,EDU,1.0
GOV,,-5.0
,REB,8.0
REB,,5.2
REB,,8.0
,GOV,-5.0
,GOV,8.0
GOV,,10.0
GOV,REB,0.4
GOV,,8.0
,GOV,-10.0
REB,,9.0
,REB,-10.0
,GOV,0.4
,GOV,7.0
MIL,REB,0.0
,GOV,4.0
GOV,,4.0
GOV,,-5.0
REB,,4.0
REB,,-2.0
COP,,-4.0
,REB,8.5
GOV,,-4.0
,,3.4
GOV,,-2.0
MED,REB,0.0
REB,REB,-10.0
,REB,-2.0
LEG,REB,8.0
,REB,4.0
REB,,8.0
,REB,-2.0
,,3.4
,MIL,-10.0
,REB,0.0
REB,,-4.0
REB,,4.0
GOV,,-4.4
,REB,-5.0
,GOV,-4.4
,GOV,1.0
GOV,,1.0
REB,,-10.0
REB,,7.0
,REB,0.0
,REB,8.0
MIL,GOV,-10.0
GOV,,7.0
CVL,,3.4
REB,,2.8
GOV,,-4.0
,GOV,4.0
,GOV,-4.0
GOV,,-5.0
,GOV,-5.0
,REB,4.0
GOV,REB,-2.0
GOV,,3.0
,REB,-4.4
,,10.0
,GOV,8.0
GOV,,4.0
GOV,,8.0
REB,,-2.0
,,7.0
REB,,0.4
GOV,,8.0
GOV,,4.0
MIL,,-5.0
,GOV,8.0
MIL,,-10.0
,GOV,4.0
REB,REB,7.0
REB,REB,7.0
,GOV,0.0
,MIL,0.0
COP,,-4.0
GOV,,1.0
GOV,,3.4
,MIL,4.0
